Name New_Price Preowned_Price Download_Price Other_Price Console Genre
"Code Vein Collector's Edition - Only at GAME" 99.99 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"A Way Out" 0.0 24.99 24.99 0.0 "Xbox One" Action/Adventure
"Grand Theft Auto V: Bull Shark Card" 0.0 5.99 5.99 0.0 PC Action/Adventure
"New Super Mario Bros." 39.99 0.0 0.0 14.45 NDS Action/Adventure
"The Chronicles of Narnia: Prince Caspian" 5.99 0.0 0.0 2.69 NDS Action/Adventure
"Lord of the Rings: The Battle for Middle Earth II" 0.0 7.72 7.72 0.0 "Xbox 360" Action/Adventure
"Batman: Return To Arkham" 16.45 0.0 0.0 11.89 "Xbox One" Action/Adventure
"ARK: Scorched Earth" 0.0 15.99 15.99 0.0 "Xbox One" Action/Adventure
"LEGO Marvel Collection" 0.0 49.99 49.99 0.0 "Xbox One" Action/Adventure
"Professor Layton and the Curious Village" 0.0 5.08 5.08 0.0 NDS Action/Adventure
"Call of Duty Modern Warfare Remastered" 14.99 19.99 19.99 15.95 "Xbox One" Action/Adventure
"Tom Clancy's Splinter Cell: Double Agent" 0.0 17.88 17.88 0.0 Xbox Action/Adventure
"A Plague Tale: Innocence" 30.12 0.0 0.0 30.63 "Xbox One" Action/Adventure
"BioShock: The Collection" 25.99 0.0 0.0 23.19 "PlayStation 4" Action/Adventure
"Manhunt 2" 0.0 15.88 15.88 0.0 PSP Action/Adventure
"Grand Theft Auto IV" 14.91 0.0 0.0 2.0 "PlayStation 3" Action/Adventure
"Dark Souls: Remastered" 0.0 32.99 32.99 47.85 Switch Action/Adventure
"LEGO Worlds" 19.99 19.99 19.99 6.0 "PlayStation 4" Action/Adventure
"Pokémon Omega Ruby" 39.75 0.0 0.0 27.67 2DS/3DS Action/Adventure
"Robinson: The Journey" 16.27 0.0 0.0 27.88 "PlayStation 4" Action/Adventure
"Grand Theft Auto V: Red Shark Card" 0.0 1.99 1.99 0.0 PC Action/Adventure
"Gravity Rush 2" 14.99 0.0 0.0 22.88 "PlayStation 4" Action/Adventure
"LEGO Marvel Avengers" 19.99 19.99 19.99 13.74 "PlayStation 4" Action/Adventure
"Conan Exiles: Day One Edition" 0.0 19.99 19.99 26.75 "PlayStation 4" Action/Adventure
Battlezone 15.99 0.0 0.0 13.85 "PlayStation 4" Action/Adventure
"Toy Story 3" 0.0 8.43 8.43 0.0 NDS Action/Adventure
"Marvel’s Spider-Man: Silver Lining" 0.0 6.49 6.49 0.0 "PlayStation 4" Action/Adventure
"Red Dead Redemption 2: Ultimate Edition" 0.0 89.99 89.99 0.0 "Xbox One" Action/Adventure
"The Simpsons" 0.0 20.15 20.15 0.0 "Xbox 360" Action/Adventure
MediEvil 0.0 3.99 3.99 0.0 "PlayStation Network" Action/Adventure
QuiVR 14.99 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"Pokémon Sun" 32.97 0.0 0.0 12.3 2DS/3DS Action/Adventure
"Titan Quest Anniversary Edition" 9.99 9.99 9.99 9.0 "PlayStation 4" Action/Adventure
"Dusk Diver: Day 1 Edition" 19.99 0.0 0.0 0.0 Switch Action/Adventure
"Dungeons 3" 5.99 0.0 0.0 9.15 "PlayStation 4" Action/Adventure
"Operation Warcade" 9.99 0.0 0.0 15.88 "PlayStation 4" Action/Adventure
Terraria 0.0 12.99 12.99 16.11 "Xbox One" Action/Adventure
"SteamWorld Dig 2" 8.99 0.0 0.0 17.18 "PlayStation 4" Action/Adventure
Prey 0.0 3.99 3.99 3.65 "Xbox One" Action/Adventure
"Luigi's Mansion 3" 0.0 49.99 49.99 0.0 Switch Action/Adventure
"Shenmue III - Collectors Edition" 65.99 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"Bravo Team" 15.41 0.0 0.0 12.88 "PlayStation 4" Action/Adventure
"Ice Age 2: The Meltdown" 0.0 5.95 5.95 0.0 "PlayStation 2" Action/Adventure
"Assassin's Creed: Rogue Remastered" 16.95 0.0 0.0 17.99 "Xbox One" Action/Adventure
"Grand Theft Auto: Episodes from Liberty City" 0.0 3.61 3.61 0.0 "PlayStation 3" Action/Adventure
"Monster Hunter Generations Ultimate" 36.99 0.0 0.0 47.99 Switch Action/Adventure
"Madagascar - Platinum" 0.0 12.99 12.99 0.0 "PlayStation 2" Action/Adventure
"One Piece World Seeker" 22.99 0.0 0.0 27.44 "PlayStation 4" Action/Adventure
"Darksiders III" 34.99 19.99 19.99 20.3 "PlayStation 4" Action/Adventure
"New Super Lucky's Tale" 34.99 0.0 0.0 0.0 Switch Action/Adventure
"Ice Age: Scrat's Nutty Adventure" 32.15 0.0 0.0 0.0 Switch Action/Adventure
"Dynasty Warriors 9" 15.19 0.0 0.0 25.85 "Xbox One" Action/Adventure
"Pokémon Alpha Sapphire" 39.95 39.99 39.99 29.94 2DS/3DS Action/Adventure
"Red Dead Redemption 2: Special Edition" 0.0 74.99 74.99 0.0 "Xbox One" Action/Adventure
"God of War III Remastered" 0.0 12.99 12.99 22.88 "PlayStation 4" Action/Adventure
"Strange Brigade" 9.99 0.0 0.0 13.82 "PlayStation 4" Action/Adventure
Subnautica 0.0 23.99 23.99 0.0 Xbox Action/Adventure
"Red Dead Redemption GOTY" 18.99 0.0 0.0 10.0 "PlayStation 3" Action/Adventure
"The Legend of Zelda Twilight Princess (Nintendo Selects)" 23.99 0.0 0.0 8.59 Wii Action/Adventure
"Just Cause 4" 29.99 19.99 19.99 39.88 "Xbox One" Action/Adventure
"Days Gone Special Edition" 0.0 79.99 79.99 0.0 "PlayStation 4" Action/Adventure
"You're in the Movies Solus Software" 0.0 8.88 8.88 0.0 "Xbox 360" Action/Adventure
"Batman: The Telltale Series" 8.49 0.0 0.0 8.19 "PlayStation 4" Action/Adventure
"Shovel Knight" 0.0 12.99 12.99 10.95 "PlayStation 4" Action/Adventure
"Sonic Forces & Sonic Mania Plus Double Pack - Only at GAME" 34.99 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"Angry Birds Star Wars" 64.99 0.0 0.0 24.88 "PlayStation 4" Action/Adventure
"Red Dead Redemption - Game of the Year Edition" 13.42 0.0 0.0 12.99 "Xbox 360" Action/Adventure
"Beast Quest" 29.99 0.0 0.0 28.99 Switch Action/Adventure
"Okami HD" 19.95 0.0 0.0 23.99 "PlayStation 4" Action/Adventure
"Ace Combat 6: Fires of Liberation" 0.0 8.21 8.21 0.0 "Xbox 360" Action/Adventure
"Assassin's Creed III" 11.55 0.0 0.0 2.63 "PlayStation 3" Action/Adventure
"Shantae: Half-genie Hero Ultimate Edition" 29.99 0.0 0.0 35.88 Switch Action/Adventure
"Daemon X Machina" 34.99 0.0 0.0 44.95 Switch Action/Adventure
"Skylanders Imaginators - Dark Edition Starter Pack" 42.97 0.0 0.0 0.0 Wii-U Action/Adventure
"Pokemon Crystal Version 3DS" 14.97 0.0 0.0 0.0 2DS/3DS Action/Adventure
"The Simpsons Game" 38.39 0.0 0.0 6.7 NDS Action/Adventure
"Assassin's Creed: Odyssey Omega Edition" 0.0 22.99 22.99 199.99 "PlayStation 4" Action/Adventure
"Grand Theft Auto V: Criminal Enterprise Starter Pack" 0.0 39.99 39.99 0.0 "Xbox One" Action/Adventure
"The Walking Dead - The Telltale Series: A New Frontier" 0.0 9.99 9.99 9.94 "PlayStation 4" Action/Adventure
"Madagascar 3: Europe's Most Wanted" 0.0 11.68 11.68 0.0 "Xbox 360" Action/Adventure
"LEGO® DC Super-Villains" 24.99 0.0 0.0 18.75 "Xbox One" Action/Adventure
"Marvel's Guardians of the Galaxy: The Telltale Series" 14.99 0.0 0.0 20.85 "PlayStation 4" Action/Adventure
"Saints Row the Third" 19.99 0.0 0.0 2.0 "PlayStation 3" Action/Adventure
"The Legend of Zelda: Majora's Mask 3D" 41.68 39.99 39.99 30.95 2DS/3DS Action/Adventure
"Wizards of Waverley Place: Spellbound" 6.74 0.0 0.0 3.42 NDS Action/Adventure
"Pokemon Y" 42.42 39.99 39.99 32.85 2DS/3DS Action/Adventure
"Agents of Mayhem" 5.85 0.0 0.0 6.99 "PlayStation 4" Action/Adventure
"Dark Souls Trilogy" 52.06 0.0 0.0 70.88 "PlayStation 4" Action/Adventure
"Grand Theft Auto V: Criminal Enterprise Starter Pack" 0.0 24.99 24.99 0.0 "PlayStation 4" Action/Adventure
"Ice Age: Scrat's Nutty Adventure" 22.99 0.0 0.0 27.44 "Xbox One" Action/Adventure
"Super Mario 3D Land" 23.14 39.99 39.99 13.99 2DS/3DS Action/Adventure
"Metal Gear Solid V: Ground Zeroes" 8.99 0.0 0.0 6.4 "Xbox One" Action/Adventure
"Sunset Overdrive" 6.75 0.0 0.0 4.44 "Xbox One" Action/Adventure
"Raven Squad" 0.0 4.99 4.99 0.0 "Xbox 360" Action/Adventure
"Azure Striker Gunvolt: Striker Pack" 31.55 0.0 0.0 0.0 Switch Action/Adventure
"Far Cry New Dawn" 19.99 19.99 19.99 17.99 "PlayStation 4" Action/Adventure
"Brothers In Arms DS" 0.0 3.6 3.6 0.0 NDS Action/Adventure
"Get Even" 9.99 0.0 0.0 23.99 "PlayStation 4" Action/Adventure
"Just Cause 4 - Exclusive Steelbook Edition" 20.56 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"Dark Souls Trilogy" 0.0 59.88 59.88 0.0 "Xbox One" Action/Adventure
"Sonic Mania" 0.0 15.99 15.99 0.0 "PlayStation 4" Action/Adventure
"Ori and the Blind Forest: Definitive Edition" 0.0 15.99 15.99 0.0 "Xbox One" Action/Adventure
"Little Big Planet 2 Platinum" 0.0 3.45 3.45 0.0 "PlayStation 3" Action/Adventure
"Ducktales: Remastered" 0.0 9.99 9.99 0.0 "Xbox One" Action/Adventure
"Rogue Trooper Redux" 12.73 0.0 0.0 10.75 "Xbox One" Action/Adventure
"LEGO® DC Super-Villains - Mini-Fig Edition" 27.99 0.0 0.0 0.0 "Xbox One" Action/Adventure
"Hellblade: Senua’s Sacrifice" 26.68 0.0 0.0 27.95 "PlayStation 4" Action/Adventure
"Super Mario Odyssey Download" 0.0 49.99 49.99 0.0 Switch Action/Adventure
"Dragons: Dawn Of New Riders" 29.99 0.0 0.0 29.99 "PlayStation 4" Action/Adventure
"Crackdown 2" 0.0 0.82 0.82 0.0 "Xbox 360" Action/Adventure
"Ghostbusters 2016" 18.99 0.0 0.0 22.88 "Xbox One" Action/Adventure
"Kingdom Hearts III Deluxe Edition" 44.99 0.0 0.0 74.88 "Xbox One" Action/Adventure
"Saints Row 2 Platinum" 17.99 0.0 0.0 9.99 "PlayStation 3" Action/Adventure
"Trine Ultimate Collection" 39.99 0.0 0.0 0.0 Switch Action/Adventure
"Mafia III Deluxe Edition" 11.69 0.0 0.0 12.55 "Xbox One" Action/Adventure
"Batman: Arkham Origins" 0.0 5.74 5.74 0.0  Action/Adventure
"Yooka - Laylee and the Impossible Lair" 24.99 0.0 0.0 16.99 "PlayStation 4" Action/Adventure
"Wooden Floor" 0.0 1.25 1.25 0.0 PC Action/Adventure
"Don't Starve Mega Pack" 24.99 0.0 0.0 27.68 "PlayStation 4" Action/Adventure
"Mafia III" 7.99 0.0 0.0 29.99 "PlayStation 4" Action/Adventure
"For Honor" 0.0 7.99 7.99 9.95 "Xbox One" Action/Adventure
"Hotel Transylvania 3: Monsters Overboard" 16.99 0.0 0.0 31.88 "Xbox One" Action/Adventure
"Kingdom Hearts HD 2.8 Final Chapter Prologue" 0.0 19.99 19.99 14.99 "PlayStation 4" Action/Adventure
"YO-KAI WATCH" 7.98 34.99 34.99 4.7 2DS/3DS Action/Adventure
"Monster Hunter Stories" 26.42 0.0 0.0 24.99 2DS/3DS Action/Adventure
"Rayman Origins" 0.0 15.88 15.88 0.0 "PlayStation 3" Action/Adventure
"Sonic Rush" 0.0 15.65 15.65 0.0 NDS Action/Adventure
"Wolfenstein: The New Order" 18.99 0.0 0.0 10.55 "PlayStation 4" Action/Adventure
"LEGO Worlds" 32.99 0.0 0.0 23.98 Switch Action/Adventure
"Tomb Raider" 23.95 0.0 0.0 9.15 "Xbox 360" Action/Adventure
"Watch Dogs 2 Deluxe Edition" 0.0 20.85 20.85 0.0 "PlayStation 4" Action/Adventure
"Tom Clancy's Splinter Cell: Blacklist" 14.99 0.0 0.0 3.79 "PlayStation 3" Action/Adventure
"Starlink: Battle for Atlas Starter Pack" 14.99 0.0 0.0 17.88 "PlayStation 4" Action/Adventure
"Sword Art Online: Hollow Realization" 23.99 0.0 0.0 18.0 "PlayStation 4" Action/Adventure
"Wallace and Gromit: The Curse of the Were-Rabbit" 0.0 3.64 3.64 0.0 "PlayStation 2" Action/Adventure
"Uncharted 3: Drake's Deception" 0.0 2.0 2.0 0.0 "PlayStation 3" Action/Adventure
"Pokémon Gold" 19.99 0.0 0.0 0.0 2DS/3DS Action/Adventure
"Pokémon Ultra Sun" 35.45 0.0 0.0 31.99 2DS/3DS Action/Adventure
"LEGO Lord of the Rings" 29.99 0.0 0.0 8.24 "PlayStation 3" Action/Adventure
"Far Cry Primal" 0.0 12.99 12.99 7.0 "PlayStation 4" Action/Adventure
"LEGO Pirates of the Caribbean" 0.0 11.85 11.85 0.0 2DS/3DS Action/Adventure
"Peter Jackson's King Kong" 0.0 11.65 11.65 0.0 "Xbox 360" Action/Adventure
Subnautica 19.99 0.0 0.0 53.88 "Xbox One" Action/Adventure
"LEGO® DC Super-Villains" 24.99 0.0 0.0 44.88 "PlayStation 4" Action/Adventure
"Fire Emblem Echoes : Shadows of Valentia" 17.95 0.0 0.0 26.75 2DS/3DS Action/Adventure
"Darksiders Genesis - Collector's Edition" 109.99 0.0 0.0 0.0 PC Action/Adventure
"Diva Girls: Princess on Ice (Wii Balance Board Compatible)" 0.0 3.14 3.14 0.0 Wii Action/Adventure
"LEGO Star Wars: The Complete Saga" 0.0 12.75 12.75 0.0 Wii Action/Adventure
"Scooby Doo! Who's Watching Who" 0.0 4.65 4.65 0.0 PSP Action/Adventure
"ARK: Survival Evolved Digital Download" 0.0 44.99 44.99 0.0 "Xbox One" Action/Adventure
"Yooka - Laylee and the Impossible Lair" 24.99 0.0 0.0 27.75 "Xbox One" Action/Adventure
"Transformers: Decepticons" 0.0 3.55 3.55 0.0 NDS Action/Adventure
"Lara Croft Tomb Raider: Legend" 27.85 0.0 0.0 0.0 PSP Action/Adventure
"Luigi's Mansion" 34.99 0.0 0.0 43.88 2DS/3DS Action/Adventure
"Assassin's Creed: Odyssey - Gold Edition" 60.32 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
Abzû 15.99 0.0 0.0 14.12 "PlayStation 4" Action/Adventure
"Marvel’s Spider-Man: The City that Never Sleeps" 0.0 15.99 15.99 0.0 "PlayStation 4" Action/Adventure
"Shadow of the Tomb Raider Croft Edition" 64.97 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"L.A. Noire" 0.0 36.88 36.88 0.0 Switch Action/Adventure
"PlayStation Hits - God of War III Remastered" 18.83 0.0 0.0 15.0 "PlayStation 4" Action/Adventure
"The Legend of Zelda: Spirit Tracks" 0.0 17.77 17.77 0.0 NDS Action/Adventure
"Super Smash Bros." 27.85 31.99 31.99 32.99 2DS/3DS Action/Adventure
"Selects Super Mario 3D Land" 17.47 0.0 0.0 18.15 2DS/3DS Action/Adventure
"Pokémon Silver (Digital)" 0.0 8.99 8.99 0.0 2DS/3DS Action/Adventure
"EVE: Valkyrie" 12.95 0.0 0.0 11.45 "PlayStation 4" Action/Adventure
"Trine Ultimate Collection" 39.99 0.0 0.0 44.77 "PlayStation 4" Action/Adventure
"Hidden Agenda" 0.0 12.99 12.99 9.95 "PlayStation 4" Action/Adventure
"Just Cause 2 (Classics)" 16.99 0.0 0.0 3.72 "Xbox 360" Action/Adventure
"Selects Kirby: Triple Deluxe" 18.99 0.0 0.0 23.75 2DS/3DS Action/Adventure
"DmC: Devil May Cry Definitive Edition" 12.49 0.0 0.0 9.44 "Xbox One" Action/Adventure
"Metro Redux" 0.0 15.85 15.85 0.0 "PlayStation 4" Action/Adventure
"Tom Clancy's Rainbow Six: Siege 7560 Credits Pack" 0.0 39.99 39.99 0.0 "Xbox One" Action/Adventure
"The LEGO Movie 2 Videogame" 24.99 0.0 0.0 20.99 "Xbox One" Action/Adventure
"Murdered: Soul Suspect" 17.15 0.0 0.0 6.25 "Xbox One" Action/Adventure
"Magical Zhu Zhu Princess: Carriages & Castles" 0.0 3.14 3.14 0.0 NDS Action/Adventure
"Dying Light" 0.0 12.99 12.99 13.5 "PlayStation 4" Action/Adventure
"Dying Light: The Following - Enhanced Edition" 0.0 20.0 20.0 0.0 "PlayStation 4" Action/Adventure
"LEGO Marvel Super Heroes" 22.95 0.0 0.0 9.35 "PlayStation 3" Action/Adventure
"Assassin's Creed: Unity" 0.0 12.99 12.99 27.89 "Xbox One" Action/Adventure
"PlayStation Hits - Yakuza 0" 18.8 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
Celeste 0.0 17.99 17.99 0.0 Switch Action/Adventure
"Assassin's Creed: Rogue Remastered" 16.97 0.0 0.0 27.88 "PlayStation 4" Action/Adventure
GreedFall 49.5 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"DE BLOB 2" 4.99 0.0 0.0 17.88 "Xbox One" Action/Adventure
"Immortal: Unchained" 9.99 0.0 0.0 26.81 "Xbox One" Action/Adventure
"Devil May Cry HD Collection" 13.68 0.0 0.0 44.88 "PlayStation 4" Action/Adventure
"Red Dead Redemption 2" 0.0 59.99 59.99 0.0 "Xbox One" Action/Adventure
Vampyr 24.99 19.99 19.99 19.99 "Xbox One" Action/Adventure
"The Warriors" 0.0 9.99 9.99 0.0 "PlayStation 2" Action/Adventure
"Yonder: The Cloud Catcher Chronicles" 0.0 42.88 42.88 0.0 Switch Action/Adventure
"LEGO® Movie 2 Game & Film Double Pack" 24.99 0.0 0.0 15.55 "PlayStation 4" Action/Adventure
"A Hat in Time" 39.99 0.0 0.0 37.41 Switch Action/Adventure
"Disney Infinity 3.0 Star Wars Starter Pack" 0.0 47.95 47.95 0.0 "PlayStation 4" Action/Adventure
Overcooked 0.0 12.79 12.79 0.0 "Xbox One" Action/Adventure
"Dead Rising 4: Frank’s Big Package" 0.0 19.99 19.99 22.88 "PlayStation 4" Action/Adventure
"Spongebob Squarepants: Creature from Krusty Krab" 0.0 3.61 3.61 0.0 Wii Action/Adventure
"Poochy & Yoshi's Wooly World" 29.69 0.0 0.0 18.98 2DS/3DS Action/Adventure
"The Sinking City" 27.1 0.0 0.0 25.2 "Xbox One" Action/Adventure
"Saints Row IV" 7.49 0.0 0.0 3.0 "PlayStation 3" Action/Adventure
"Saints Row The Third - The Full Package" 37.03 0.0 0.0 42.88 Switch Action/Adventure
"PlayStation Hits - Watch Dogs" 14.99 0.0 0.0 0.0 "PlayStation 4" Action/Adventure
"Harry Potter and the Deathly Hallows Part 2" 21.09 0.0 0.0 6.28 "Xbox 360" Action/Adventure
"Shadows Of The Damned" 14.99 0.0 0.0 10.63 "PlayStation 3" Action/Adventure
"LEGO Indiana Jones: The Original Adventures" 0.0 12.75 12.75 0.0 "Xbox 360" Action/Adventure
"Family Guy" 0.0 3.26 3.26 0.0 "PlayStation 2" Action/Adventure
"The Amazing Spider-Man" 34.49 0.0 0.0 10.25 "PlayStation 3" Action/Adventure
"Paper Mario: Sticker Star" 42.75 0.0 0.0 14.85 2DS/3DS Action/Adventure
"Tom Clancy's The Division Limited Edition" 99.99 0.0 0.0 21.75 "PlayStation 4" Action/Adventure
PixARK 28.4 0.0 0.0 34.95 "Xbox One" Action/Adventure
"LEGO Indiana Jones - The Original Adventures" 0.0 9.97 9.97 0.0 "PlayStation 3" Action/Adventure
"The Wizards" 19.99 0.0 0.0 17.25 "PlayStation 4" Action/Adventure
"Disney Universe" 25.75 0.0 0.0 6.99 Wii Action/Adventure
Thor 22.99 0.0 0.0 14.88 "PlayStation 3" Action/Adventure
"Lego Star Wars 3: The Clone Wars" 39.95 0.0 0.0 5.98 "PlayStation 3" Action/Adventure
"Pac-Man and the Ghostly Adventures" 28.99 0.0 0.0 15.85 "PlayStation 3" Action/Adventure
"Past Cure" 7.99 7.99 7.99 17.88 "PlayStation 4" Action/Adventure
"Assassin's Creed Brotherhood Classic" 0.0 7.45 7.45 0.0 "Xbox 360" Action/Adventure
"Star Wars Jedi Fallen Order: Deluxe Edition" 0.0 69.99 69.99 0.0 "Xbox One" Action/Adventure
"Noddy in Toyland" 0.0 12.88 12.88 0.0 NDS Action/Adventure
"Prince of Persia: The Forgotten Sands" 13.99 0.0 0.0 11.88 PSP Action/Adventure
"Lego Harry Potter Years 5-7" 27.99 0.0 0.0 12.0 "PlayStation 3" Action/Adventure
"Gal Gun 2" 9.99 0.0 0.0 8.17 "PlayStation 4" Action/Adventure
"Star Wars: The Force Unleashed" 0.0 5.71 5.71 0.0 "Xbox 360" Action/Adventure
"Assassin's Creed Rogue" 0.0 14.99 14.99 0.0 "Xbox 360" Action/Adventure
"Nine Parchments" 0.0 17.99 17.99 0.0 "Xbox One" Action/Adventure
"Pirates of the Caribbean: At Worlds End" 0.0 4.15 4.15 0.0 "Xbox 360" Action/Adventure
"Assassin's Creed: Rogue" 35.99 0.0 0.0 4.09 "Xbox 360" Action/Adventure
"LEGO Star Wars: The Complete Saga" 0.0 15.0 15.0 0.0 "Xbox 360" Action/Adventure
"MySims Agents" 12.89 0.0 0.0 3.44 Wii Action/Adventure
"Worms Battlegrounds" 0.0 12.99 12.99 16.99 "Xbox One" Action/Adventure
"Rabbids Land" 0.0 14.45 14.45 0.0 Wii-U Action/Adventure
"Uncharted: Drake's Fortune Platinum" 0.0 3.21 3.21 0.0 "PlayStation 3" Action/Adventure
"Ben 10: Protector Of Earth" 26.09 0.0 0.0 2.0 Wii Action/Adventure
"Remember Me" 16.76 0.0 0.0 9.85 "PlayStation 3" Action/Adventure
Overlord 0.0 6.74 6.74 0.0 "Xbox 360" Action/Adventure
"Grand Theft Auto V and Criminal Enterprise Starter Pack Bundle" 0.0 29.9 29.9 0.0 PC Action/Adventure
"Pokemon Battle Revolution" 0.0 19.88 19.88 0.0 Wii Action/Adventure
"New Super Mario Bros.U Deluxe" 0.0 49.99 49.99 0.0 Switch Action/Adventure
"Lego Harry Potter Years 5-7" 39.95 0.0 0.0 14.88 Wii Action/Adventure
"Sonic Generations" 19.75 0.0 0.0 10.57 "PlayStation 3" Action/Adventure
"Red Faction Guerilla Re-Mars-tered" 0.0 12.99 12.99 19.88 "PlayStation 4" Action/Adventure
"Skylanders Giants Starter Pack" 0.0 9.99 9.99 0.0 Wii Action/Adventure
"ARK Survival Evolved" 0.0 52.88 52.88 0.0 Switch Action/Adventure
"Angry Birds" 31.94 0.0 0.0 14.45 2DS/3DS Action/Adventure
"Spongebob Squarepants & Friends: Creature from the Krusty Krab" 0.0 3.66 3.66 0.0 NDS Action/Adventure
"LEGO Star Wars: The Force Awakens Season Pass" 0.0 7.99 7.99 0.0 "Xbox One" Action/Adventure
"Marvel’s Spider-Man: The Heist" 0.0 6.49 6.49 0.0 "PlayStation 4" Action/Adventure
"Shantae: Half-genie Hero Ultimate Edition" 34.99 0.0 0.0 22.88 "PlayStation 4" Action/Adventure
"Call of Duty: Finest Hour" 0.0 2.51 2.51 0.0 "PlayStation 2" Action/Adventure
"State of Decay 2" 0.0 24.99 24.99 0.0 "Xbox One" Action/Adventure
"Disneyland Adventures Digital Download" 0.0 19.99 19.99 0.0 "Xbox One" Action/Adventure
"Darksiders II: Collector's Edition" 0.0 76.88 76.88 0.0 "Xbox 360" Action/Adventure
"Skylanders: Spyro's Adventure Starter Pack" 0.0 25.0 25.0 0.0 "Xbox 360" Action/Adventure
"Worms Battlegrounds" 0.0 19.99 19.99 12.35 "PlayStation 4" Action/Adventure
"Blazing Angels: Squadrons of World War II" 21.49 0.0 0.0 3.51 "Xbox 360" Action/Adventure
"Midway Arcade Treasures: Extended Play" 0.0 15.88 15.88 0.0 PSP Action/Adventure
"Uncharted 4: A Thief's End Launch Edition" 0.0 12.99 12.99 7.68 "PlayStation 4" Action/Adventure
Astroneer 29.99 0.0 0.0 0.0 "Xbox One" Action/Adventure
"Just Cause 3 Gold Edition" 17.18 0.0 0.0 24.75 "PlayStation 4" Action/Adventure
"Xenoblade Chronicles 2: Expansion Pass" 0.0 26.99 26.99 0.0 Switch Action/Adventure
"ARK: Survival Evolved Season Pass" 0.0 35.99 35.99 0.0 "Xbox One" Action/Adventure
"Yooka - Laylee and the Impossible Lair" 29.99 24.99 24.99 24.94 Switch Action/Adventure
"LEGO Batman 3: Beyond Gotham" 19.99 0.0 0.0 8.99 2DS/3DS Action/Adventure
"Harry Potter and the Order of the Phoenix" 0.0 6.74 6.74 0.0 PSP Action/Adventure
"500 Destiny 2 Silver" 0.0 4.49 4.49 0.0 "PlayStation 4" Action/Adventure
"Disney's Bolt" 0.0 15.88 15.88 0.0 "Xbox 360" Action/Adventure
"LEGO Worlds Digital Download" 0.0 24.99 24.99 0.0 "Xbox One" Action/Adventure
"Super Mario Maker for Nintendo 3DS" 18.85 0.0 0.0 27.85 2DS/3DS Action/Adventure
"The Wonderful 101" 0.0 31.88 31.88 0.0 Wii-U Action/Adventure
"Tomb Raider: Underworld GAME Exclusive Limited Edition" 16.14 0.0 0.0 12.88 "Xbox 360" Action/Adventure
"Metroid Prime Federation Force" 16.99 0.0 0.0 13.35 2DS/3DS Action/Adventure
"Spider - Man: Web of Shadows" 0.0 14.39 14.39 0.0 PSP Action/Adventure
"LEGO Pirates of the Caribbean" 0.0 4.48 4.48 0.0 NDS Action/Adventure
"The Amazing Spider-Man 2" 54.75 0.0 0.0 17.85 "Xbox 360" Action/Adventure
"Red Dead Undead Nightmare Collection" 0.0 4.1 4.1 0.0 "PlayStation 3" Action/Adventure
"Just Cause 4 Gold Edition - Exclusive Steelbook Edition" 49.99 0.0 0.0 56.56 "PlayStation 4" Action/Adventure
"Homefront: The Revolution Goliath Edition" 49.99 0.0 0.0 53.88 "PlayStation 4" Action/Adventure
"Transformers: Dark of the Moon - Deceptions" 0.0 14.88 14.88 0.0 NDS Action/Adventure
"Plants Vs Zombies Game of the Year" 0.0 3.99 3.99 0.0 PC Action/Adventure
"Yakuza Kiwami 2 - Steelbook Edition" 44.99 0.0 0.0 44.88 "PlayStation 4" Action/Adventure
"The Talos Principle: Deluxe Edition" 0.0 22.88 22.88 0.0 "PlayStation 4" Action/Adventure
"Lego Star Wars 3: The Clone Wars" 0.0 13.55 13.55 0.0 "PlayStation 3" Action/Adventure
"IL2 Sturmovik: Birds of Prey" 0.0 9.33 9.33 0.0 "Xbox 360" Action/Adventure
"LEGO Batman: The Video Game" 0.0 9.88 9.88 0.0 PC Action/Adventure
"Titan Quest Anniversary Edition" 9.99 9.99 9.99 14.99 "Xbox One" Action/Adventure
"Dark Souls Remastered" 22.09 0.0 0.0 20.64 "Xbox One" Action/Adventure
Tangled 0.0 12.88 12.88 0.0 NDS Action/Adventure
"Angry Birds Star Wars" 11.99 0.0 0.0 5.28 "PlayStation 3" Action/Adventure
"Gravity Rush Remastered" 44.99 0.0 0.0 22.88 "PlayStation 4" Action/Adventure
"Dungeons 2" 5.99 0.0 0.0 14.68 "PlayStation 4" Action/Adventure
"LEGO Harry Potter: Years 1-4 (including Harry Potter and the P..." 9.49 0.0 0.0 8.55 PSP Action/Adventure
"The Binding of Isaac: Afterbirth+" 19.81 0.0 0.0 26.99 "PlayStation 4" Action/Adventure
