Name New_Price Preowned_Price Download_Price Other_Price Console Genre
"MotoGP16: Valentino Rossi" 9.9 0.0 0.0 0.0 PC Racing
"Sébastien Loeb Rally EVO" 0.0 12.99 12.99 17.95 "PlayStation 4" Racing
"Extreme G3" 0.0 3.98 3.98 0.0 "PlayStation 2" Racing
"SX Superstar" 0.0 3.59 3.59 0.0 "PlayStation 2" Racing
"MySims Racing" 0.0 11.88 11.88 0.0 NDS Racing
"Trials Rising Gold" 18.8 0.0 0.0 17.99 "Xbox One" Racing
"Gran Turismo 5 Platinum" 54.99 0.0 0.0 9.99 "PlayStation 3" Racing
"LA Rush" 0.0 9.88 9.88 0.0 Xbox Racing
"ATV Offroad Fury 4" 34.09 0.0 0.0 7.95 "PlayStation 2" Racing
"Burnout Paradise: The Ultimate Box" 14.99 0.0 0.0 5.0 "PlayStation 3" Racing
"Starsky & Hutch" 0.0 2.69 2.69 0.0 Xbox Racing
"The Crew 2 Starter Crew Credits Pack" 0.0 3.99 3.99 0.0 "Xbox One" Racing
"Race 07: The Official WTCC Game" 0.0 4.49 4.49 0.0 PC Racing
"Speed Kings" 0.0 12.99 12.99 0.0 "PlayStation 2" Racing
"Stuntman: Ignition" 0.0 8.88 8.88 0.0 "PlayStation 2" Racing
"GRID 2 GAME Exclusive Brands Hatch Special Edition" 29.93 0.0 0.0 4.68 "Xbox 360" Racing
"Sonic & SEGA All-Stars Racing (with Wheel)" 75.98 0.0 0.0 19.88 Wii Racing
"PS3 WRC 3" 0.0 12.85 12.85 0.0 "PlayStation 3" Racing
"The Fast & The Furious Tokyo Drift" 0.0 12.88 12.88 0.0 PSP Racing
"PS3 F1 2013" 0.0 7.81 7.81 0.0 "PlayStation 3" Racing
"Need For Speed Carbon: Own the City" 0.0 12.75 12.75 0.0 NDS Racing
"Formula 1 2009 (with F1 Steering Wheel)" 0.0 14.99 14.99 0.0 Wii Racing
"Need for Speed: Nitro" 0.0 12.88 12.88 0.0 NDS Racing
Wheelman 0.0 3.61 3.61 0.0 "PlayStation 3" Racing
"Big Mutha Truckers 2: Truck Me Harder!" 0.0 9.88 9.88 0.0 Xbox Racing
"London Taxi: Rush Hour" 0.0 6.98 6.98 0.0 Wii Racing
"Need for Speed ProStreet" 0.0 5.0 5.0 0.0 PSP Racing
"Spintires: MudRunner" 0.0 27.88 27.88 0.0 "PlayStation 4" Racing
"G1 Jockey 4" 8.48 0.0 0.0 6.85 "PlayStation 2" Racing
"TOCA Race Driver 3" 0.0 9.88 9.88 0.0 Xbox Racing
"Moto GP 15" 18.05 0.0 0.0 8.5 "Xbox One" Racing
"Motorstorm Arctic Edge Platinum" 0.0 5.7 5.7 0.0 PSP Racing
"F1 04" 0.0 0.77 0.77 0.0 "PlayStation 2" Racing
"World Rally Championships 2011" 0.0 5.77 5.77 0.0 "Xbox 360" Racing
"Need for Speed Payback 4600 Speed Points" 0.0 32.99 32.99 0.0 "PlayStation 4" Racing
"Ferrari Challenge" 0.0 7.53 7.53 0.0 NDS Racing
"Trials Rising: Expansion Pass" 0.0 15.99 15.99 0.0 "Xbox One" Racing
"Mini Desktop Racing" 0.0 3.29 3.29 0.0 Wii Racing
"Dakar 2" 0.0 2.21 2.21 0.0 "PlayStation 2" Racing
"ATV Renegades" 38.65 0.0 0.0 25.85 "Xbox One" Racing
"Project CARS Limited Edition" 32.5 0.0 0.0 32.44 "Xbox One" Racing
"360 SONIC & SEGA ASR CLASS" 12.21 0.0 0.0 9.98 "Xbox 360" Racing
"Blood Drive" 20.0 0.0 0.0 9.98 "PlayStation 3" Racing
"Excite Truck" 0.0 3.56 3.56 0.0 Wii Racing
"F1 2012" 21.55 0.0 0.0 0.64 "Xbox 360" Racing
"Wipeout HD" 0.0 17.91 17.91 0.0 "PlayStation 3" Racing
"Monster Energy Supercross" 0.0 47.88 47.88 0.0 Switch Racing
"PS3 F1 2010" 10.15 0.0 0.0 0.96 "PlayStation 3" Racing
"Micro Machines V4" 0.0 6.75 6.75 0.0 NDS Racing
"Gran Turismo" 0.0 7.2 7.2 0.0 PSP Racing
"Cartoon Network Racing" 0.0 5.24 5.24 0.0 NDS Racing
"F1 Race Stars" 17.99 0.0 0.0 8.04 "Xbox 360" Racing
"Gran Turismo 5 Signature Edition" 0.0 53.88 53.88 0.0 "PlayStation 3" Racing
"Champion Jockey" 0.0 12.88 12.88 0.0 "PlayStation 3" Racing
"Project Gotham Racing 4" 11.82 0.0 0.0 4.98 "Xbox 360" Racing
"Need for Speed ProStreet" 0.0 6.89 6.89 0.0 "PlayStation 2" Racing
"Planet 51" 1000.0 0.0 0.0 4.15 NDS Racing
"Forza Motorsport 6 Limited Edition" 47.99 0.0 0.0 0.0 "Xbox One" Racing
"Blood Drive" 0.0 9.99 9.99 0.0 "Xbox 360" Racing
"Twisted Metal" 32.99 0.0 0.0 0.0 "PlayStation 3" Racing
"Colin McRae Rally 2005" 0.0 6.22 6.22 0.0 Xbox Racing
"Colin McRae: DIRT - GAME Exclusive Limited Edition Steelbook" 0.0 8.75 8.75 0.0 "PlayStation 3" Racing
"Moto GP 2013" 0.0 5.74 5.74 0.0 "Xbox 360" Racing
"Colin McRae Rally 2005" 0.0 9.88 9.88 0.0 "PlayStation 2" Racing
"GT Legends" 0.0 8.88 8.88 0.0 PC Racing
"Dirt 3 Classics" 0.0 23.5 23.5 0.0 "Xbox 360" Racing
"Big Foot: Collision Course" 4.99 0.0 0.0 0.0 PC Racing
"ATV Drift & Tricks (PS4 / PSVR Compatible)" 0.0 22.88 22.88 0.0 "PlayStation 4" Racing
"Need for Speed: Hot Pursuit Limited Edition" 24.82 0.0 0.0 4.05 "Xbox 360" Racing
"Off Road" 0.0 8.35 8.35 0.0 PSP Racing
"Burnout: Revenge" 0.0 11.88 11.88 0.0 "PlayStation 2" Racing
"Monster 4x4 Stunt Race and Wheel Bundle" 0.0 19.61 19.61 0.0 Wii Racing
"DreamWorks Super Star Kartz" 0.0 11.69 11.69 0.0 Wii Racing
"The Crew 2 Platinum Crew Credits Pack" 0.0 39.99 39.99 0.0 "Xbox One" Racing
"Flatout: Ultimate Carnage" 0.0 8.85 8.85 0.0 "Xbox 360" Racing
"PS3 & SHIFT 2 UNLEASHED" 0.0 6.97 6.97 0.0 "Sku Format Code" Racing
"Super-Bikes: Riding Challenge" 0.0 9.87 9.87 0.0 "PlayStation 2" Racing
"Midtown Madness 3" 0.0 11.87 11.87 0.0 Xbox Racing
"Wacky Races: Crash & Dash" 0.0 12.88 12.88 0.0 NDS Racing
"MUD - FIM Motocross World Championship" 0.0 12.88 12.88 0.0 "Xbox 360" Racing
"Gran Turismo 4" 0.0 10.88 10.88 0.0 "PlayStation 2" Racing
"Pokémon Sword" 49.99 0.0 0.0 69.45 Switch RPG
"Pokémon Shield" 49.99 0.0 0.0 58.99 Switch RPG
"The Legend of Zelda: Link’s Awakening" 44.99 39.99 39.99 44.06 Switch RPG
"Baldur's Gate I & II: Enhanced Edition" 39.99 34.99 34.99 0.0 Switch RPG
"The Legend of Zelda - Breath of the Wild" 49.99 49.99 49.99 55.97 Switch RPG
"The Witcher 3 Wild Hunt Complete Edition" 44.99 0.0 0.0 52.88 Switch RPG
"The Witcher 3: Wild Hunt GAME OF THE YEAR EDITION" 24.99 0.0 0.0 33.88 "PlayStation 4" RPG
"Skyrim Special Edition" 14.99 12.99 12.99 16.54 "PlayStation 4" RPG
"The Outer Worlds" 29.99 0.0 0.0 38.6 "PlayStation 4" RPG
"Skyrim Special Edition" 14.99 0.0 0.0 16.55 "Xbox One" RPG
"The Elder Scrolls Online: Tamriel Unlimited" 0.0 1.99 1.99 4.16 "PlayStation 4" RPG
"The Witcher 3: Wild Hunt GAME OF THE YEAR EDITION" 24.99 0.0 0.0 24.99 "Xbox One" RPG
"Final Fantasy XV Day One Edition" 9.99 7.99 7.99 8.89 "PlayStation 4" RPG
"Horizon Zero Dawn: Complete Edition - The Only on PlayStation ..." 15.99 0.0 0.0 12.47 "PlayStation 4" RPG
"Fallout 4 Collectible Steel Tin Case (No Game)" 2.49 0.0 0.0 0.0 "Xbox One" RPG
"Final Fantasy XIV: The Complete Edition" 39.95 0.0 0.0 41.65 "PlayStation 4" RPG
"Xenoblade Chronicles 2" 0.0 32.99 32.99 47.99 Switch RPG
"Monster Hunter: World" 0.0 12.99 12.99 15.51 "PlayStation 4" RPG
"Deus Ex: Mankind Divided Day One Edition" 0.0 3.99 3.99 4.99 "PlayStation 4" RPG
"Pokemon Sword" 0.0 49.99 49.99 0.0 Switch RPG
"The Elder Scrolls V: Skyrim for Nintendo Switch" 49.99 0.0 0.0 0.0 Switch RPG
"The Outer Worlds" 29.99 32.99 32.99 39.95 "Xbox One" RPG
"Pokémon Let's Go! Pikachu" 0.0 44.99 44.99 0.0 Switch RPG
"The Elder Scrolls Online: Tamriel Unlimited Crown Edition" 8.09 0.0 0.0 2.69 "PlayStation 4" RPG
"Destiny 2" 0.0 4.99 4.99 4.03 "PlayStation 4" RPG
"The Elder Scrolls Online: Morrowind" 5.99 0.0 0.0 5.9 "PlayStation 4" RPG
"ARK Survival Evolved 1" 24.99 0.0 0.0 33.99 "PlayStation 4" RPG
"Pokemon Shield" 0.0 49.99 49.99 0.0 Switch RPG
"Ni No Kuni II: Revenant Kingdom" 0.0 12.99 12.99 14.11 "PlayStation 4" RPG
"Destiny 2" 0.0 4.99 4.99 6.85 "Xbox One" RPG
"Fallout 4" 0.0 7.99 7.99 35.45 "PlayStation 4" RPG
"Animal Crossing: New Leaf" 23.85 15.99 15.99 22.57 2DS/3DS RPG
"NieR:Automata Game of the YoRHa Edition" 24.99 0.0 0.0 22.99 "PlayStation 4" RPG
"Anthem - with Exclusive Edge of Resolve Skin" 17.99 7.99 7.99 8.97 "PlayStation 4" RPG
"The Surge" 0.0 7.99 7.99 5.0 "PlayStation 4" RPG
"Dragon Age: Inquisition" 0.0 7.99 7.99 5.99 "Xbox One" RPG
"Atelier Ryza: Ever Darkness & the Secret Hideout" 0.0 44.99 44.99 42.58 "PlayStation 4" RPG
"Dragon Age: Inquisition" 14.81 0.0 0.0 7.0 "PlayStation 4" RPG
"Fallout 4 Game of The Year Edition" 15.95 0.0 0.0 21.79 "PlayStation 4" RPG
"Final Fantasy XII: The Zodiac Age" 0.0 12.99 12.99 14.99 "PlayStation 4" RPG
"Fallout 76 Perception Pack" 44.98 0.0 0.0 0.0 "PlayStation 4" RPG
"Ni No Kuni: Wrath of the White Witch Remastered" 29.99 0.0 0.0 34.15 "PlayStation 4" RPG
"Fallout 76 Perception Pack" 44.98 0.0 0.0 0.0 "Xbox One" RPG
"Fallout 76 Perception Pack" 44.98 0.0 0.0 0.0 PC RPG
"The Elder Scrolls V- Skyrim VR" 17.19 0.0 0.0 27.88 "PlayStation 4" RPG
"Horizon Zero Dawn: Complete Edition" 17.99 0.0 0.0 16.33 "PlayStation 4" RPG
"Diablo III The Eternal Collection" 0.0 34.99 34.99 49.88 Switch RPG
"DDC Tokyo Mirage Sessions ♯FE Encore" 0.0 49.99 49.99 0.0 Switch RPG
"Diablo III Ultimate Evil Edition" 0.0 19.99 19.99 17.75 "PlayStation 4" RPG
"Horizon Zero Dawn" 29.99 12.99 12.99 18.54 "PlayStation 4" RPG
"Agents of Mayhem" 0.0 3.99 3.99 5.85 "PlayStation 4" RPG
"Persona 5" 26.15 0.0 0.0 23.39 "PlayStation 4" RPG
"Elder Scrolls Online: Tamriel Unlimited - 3,000 Crowns" 0.0 14.99 14.99 0.0 "PlayStation 4" RPG
"Marvel Ultimate Alliance 3: The Black Order" 49.99 42.99 42.99 46.86 Switch RPG
"The Witcher 3: Wild Hunt GAME OF THE YEAR EDITION" 31.98 0.0 0.0 0.0 PC RPG
"Pokémon Let's Go! Pikachu" 0.0 49.99 49.99 0.0 Switch RPG
"Final Fantasy Type 0" 10.74 0.0 0.0 12.88 "Xbox One" RPG
"Kingdom Come: Deliverance - Special Edition" 0.0 19.99 19.99 27.94 "PlayStation 4" RPG
"The Technomancer" 29.99 0.0 0.0 12.85 "Xbox One" RPG
Outward 29.99 0.0 0.0 27.99 "Xbox One" RPG
"Kingdom Hearts III" 17.99 19.99 19.99 20.89 "Xbox One" RPG
"Diablo III The Eternal Collection" 24.5 0.0 0.0 20.78 "PlayStation 4" RPG
"The Elder Scrolls Online GOLD EDITION" 9.9 0.0 0.0 13.99 "PlayStation 4" RPG
"Pokémon Let's Go! Eevee" 0.0 44.99 44.99 47.86 Switch RPG
"Victor Vran" 4.99 0.0 0.0 8.99 "Xbox One" RPG
"Skyrim Special Edition" 0.0 29.99 29.99 0.0 PC RPG
"Persona Q: Shadow of The Labyrinth" 39.78 0.0 0.0 67.88 2DS/3DS RPG
"The Witcher: Enhanced Edition" 11.99 0.0 0.0 19.99 PC RPG
"Ni No Kuni: Wrath of the White Witch" 0.0 39.99 39.99 52.88 Switch RPG
"The Elder Scrolls V: Skyrim Legendary Edition" 12.49 19.99 19.99 0.0 PC RPG
"Blackguards 2" 5.99 0.0 0.0 5.0 "PlayStation 4" RPG
"Final Fantasy XIV: The Complete Edition" 33.73 0.0 0.0 0.0 PC RPG
"Dragon Age: Inquisition - Game of the Year Edition" 0.0 24.99 24.99 0.0 PC RPG
"Code Name: S.T.E.A.M" 0.0 2.99 2.99 5.53 2DS/3DS RPG
"Baldur's Gate I & II: Enhanced Edition" 29.99 0.0 0.0 0.0 "Xbox One" RPG
"Tales of Vesperia Definitive Edition" 17.99 0.0 0.0 39.88 "PlayStation 4" RPG
"Torment: Tides of Numenera - Day 1 Edition" 0.0 7.99 7.99 9.49 "PlayStation 4" RPG
"The Elder Scrolls Online: Elsweyr Digital Upgrade" 0.0 29.99 29.99 0.0 "Xbox One" RPG
"Pillars of Eternity - Complete Edition" 0.0 12.99 12.99 41.99 "PlayStation 4" RPG
"My Time At Portia" 13.12 0.0 0.0 23.99 "Xbox One" RPG
"Fallout New Vegas: Ultimate Edition" 0.0 31.88 31.88 0.0 "Xbox 360" RPG
"The Elder Scrolls Online: Morrowind" 5.99 0.0 0.0 8.49 "Xbox One" RPG
"Code Vein" 29.99 32.99 32.99 38.55 "PlayStation 4" RPG
"Pokemon Diamond" 0.0 41.88 41.88 0.0 NDS RPG
"Kingdom Come: Deliverance - Royal Edition" 34.99 0.0 0.0 33.69 "PlayStation 4" RPG
"Pokémon Sun" 32.97 0.0 0.0 12.3 2DS/3DS RPG
"PlayStation Hits - Nioh" 13.99 0.0 0.0 19.99 "PlayStation 4" RPG
"Dark Souls II: Scholar of the First Sin" 0.0 31.99 31.99 0.0 "Xbox Live" RPG
"Dragons Dogma Dark Arisen HD" 13.2 0.0 0.0 12.25 "PlayStation 4" RPG
"Shadows: Awakening" 0.0 34.99 34.99 0.0 PC RPG
"NieR: Automata" 0.0 19.99 19.99 34.99 "PlayStation 4" RPG
"The Legend of Zelda Twilight Princess (Nintendo Selects)" 23.99 0.0 0.0 8.59 Wii RPG
"Dark Souls III" 25.45 0.0 0.0 10.9 "PlayStation 4" RPG
"Fable III" 0.0 4.75 4.75 0.0 "Xbox 360" RPG
"The Witcher 3: Wild Hunt – Hearts of Stone" 0.0 7.99 7.99 0.0 "PlayStation 4" RPG
"The Legend of Zelda: Link's Awakening - Limited Edition" 104.94 0.0 0.0 0.0 Switch RPG
"Harvest Moon: Light of Hope Special Edition" 21.79 0.0 0.0 0.0 Switch RPG
"Final Fantasy X / X-2 HD Remaster" 42.99 0.0 0.0 29.87 Switch RPG
"Terraria Limited Edition" 13.54 0.0 0.0 0.0 PC RPG
"Final Fantasy X & X2 HD Remaster" 0.0 19.99 19.99 15.31 "PlayStation 4" RPG
"Diablo III The Eternal Collection" 27.85 0.0 0.0 39.88 "Xbox One" RPG
"Animal Crossing: New Leaf - Welcome Amiibo" 19.07 0.0 0.0 0.0 2DS/3DS RPG
"Dark Souls III" 17.99 0.0 0.0 12.7 "Xbox One" RPG
"Monster Hunter Stories" 26.42 0.0 0.0 24.99 2DS/3DS RPG
"The Elder Scrolls Online: Elsweyr" 49.99 0.0 0.0 50.0 "Xbox One" RPG
"The Elder Scrolls Online: Elsweyr Upgrade" 0.0 32.99 32.99 0.0 "PlayStation 4" RPG
"Kingdom Come: Deliverance" 0.0 19.99 19.99 16.97 "Xbox One" RPG
"Fire Emblem Echoes : Shadows of Valentia" 17.95 0.0 0.0 26.75 2DS/3DS RPG
"Pokémon: Let’s Go! Eevee + Pokéball Plus" 89.99 0.0 0.0 0.0 Switch RPG
"The Legend of Zelda: Skyward Sword" 0.0 38.15 38.15 0.0 Wii RPG
"Divinity Original Sin: Enhanced Edition" 0.0 27.88 27.88 0.0 "PlayStation 4" RPG
"Digimon Story: Cyber Sleuth Hackers Memory" 17.99 0.0 0.0 14.25 "PlayStation 4" RPG
"South Park - The Stick of Truth HD" 19.99 0.0 0.0 19.88 "Xbox One" RPG
"Darkest Dungeon: Ancestral Edition" 12.99 0.0 0.0 22.88 "PlayStation 4" RPG
"Animal Crossing: Lets Go to the City" 19.65 0.0 0.0 6.19 Wii RPG
"Fallout 76: 1000 (+100 Bonus) Atoms" 0.0 7.99 7.99 0.0 "Xbox One" RPG
"Valkyria Chronicles 4: Launch Edition" 34.99 0.0 0.0 59.88 Switch RPG
"My Time At Portia" 23.59 0.0 0.0 29.88 Switch RPG
"Mario and Luigi: Bowser's Inside Story" 0.0 9.59 9.59 0.0 NDS RPG
"Animal Crossing Happy Home Designer 3DS Game" 16.99 0.0 0.0 13.99 2DS/3DS RPG
"The Elder Scrolls Online: Elsweyr" 39.99 0.0 0.0 21.99 PC RPG
"The Elder Scrolls V: Skyrim" 0.0 2.0 2.0 0.0 "PlayStation 3" RPG
"The Elder Scrolls V: Skyrim" 34.95 0.0 0.0 3.57 "Xbox 360" RPG
"Darkest Dungeon" 0.0 17.99 17.99 0.0 Switch RPG
"World of Final Fantasy" 34.89 0.0 0.0 12.0 "PlayStation 4" RPG
Bloodborne 28.99 0.0 0.0 15.23 "PlayStation 4" RPG
"Final Fantasy Type 0" 19.39 0.0 0.0 7.29 "PlayStation 4" RPG
"Atelier Lydie & Suelle: The Alchemists and the Mysterious Pain..." 25.06 0.0 0.0 39.88 Switch RPG
"Sleeping Dogs" 12.99 0.0 0.0 4.48 "PlayStation 3" RPG
"Fallout 76 - 4000 (+1000 Bonus) Atoms" 0.0 31.99 31.99 0.0 "Xbox One" RPG
"Dragon Quest Builders 2" 44.99 0.0 0.0 25.99 "PlayStation 4" RPG
"Pokemon Pearl" 0.0 39.88 39.88 0.0 NDS RPG
"Pokemon Black Version" 0.0 35.98 35.98 0.0 NDS RPG
"Pokémon: Let’s Go! Pikachu + Pokéball Plus" 96.79 0.0 0.0 0.0 Switch RPG
"Fable II" 0.0 3.75 3.75 0.0 "Xbox 360" RPG
"South Park: The Stick of Truth" 0.0 14.99 14.99 0.0 "Xbox 360" RPG
"Sleeping Dogs" 13.19 0.0 0.0 3.51 "Xbox 360" RPG
"The Witcher 3/Dark Souls 3" 29.99 0.0 0.0 31.88 "PlayStation 4" RPG
"NieR:Automata BECOME AS GODS Edition" 0.0 39.99 39.99 0.0 "Xbox One" RPG
"Etrian Odyssey IV: Legends of the Titan" 37.13 0.0 0.0 26.74 2DS/3DS RPG
"Pokémon Moon" 30.35 0.0 0.0 13.76 2DS/3DS RPG
"Blue Reflection" 20.77 0.0 0.0 31.69 "PlayStation 4" RPG
"Fantasy Life" 26.85 34.99 34.99 27.69 2DS/3DS RPG
"Cat Quest" 31.87 0.0 0.0 31.88 Switch RPG
"Root Letter Last Answer Day 1 Edition" 19.99 19.99 19.99 9.95 "PlayStation 4" RPG
"Final Fantasy XII: The Zodiac Age" 42.99 0.0 0.0 32.99 Switch RPG
"Fable 2 GOTY Classic" 0.0 4.77 4.77 0.0 "Xbox 360" RPG
"The Outer Worlds" 0.0 49.99 49.99 0.0 PC RPG
"Diablo III" 16.45 0.0 0.0 4.72 "Xbox 360" RPG
"South Park: The Stick of Truth" 9.75 0.0 0.0 4.0 "Xbox 360" RPG
"The Witcher III (3) Wild Hunt - Game of the Year - Playstation 4" 58.09 0.0 0.0 0.0 "PlayStation 4" RPG
"Animal Crossing: Wild World" 0.0 10.92 10.92 0.0 NDS RPG
ELEX 9.99 9.99 9.99 16.49 "PlayStation 4" RPG
"Kingdom Come: Deliverance - Royal Edition" 34.99 0.0 0.0 33.69 "Xbox One" RPG
"The Witcher 3/Dark Souls 3" 29.99 0.0 0.0 31.88 "Xbox One" RPG
"Torment: Tides of Numenera - Day 1 Edition" 7.99 0.0 0.0 11.68 "Xbox One" RPG
"Fallout 4" 9.99 4.99 4.99 5.95 "Xbox One" RPG
"Fire Emblem: Radiant Dawn" 149.99 0.0 0.0 81.88 Wii RPG
"Ni No Kuni II: Revenant Kingdom - King's Edition" 70.63 0.0 0.0 0.0 PC RPG
"The Lord of the Rings: War in the North" 27.95 0.0 0.0 6.19 "Xbox 360" RPG
"Dark Souls" 0.0 11.37 11.37 0.0 "Xbox 360" RPG
"Dragon Quest Heroes II Explorers Edition" 14.99 0.0 0.0 18.99 "PlayStation 4" RPG
"The Legend of Zelda: The Phantom Hourglass" 0.0 17.14 17.14 0.0 NDS RPG
"Mass Effect" 0.0 14.99 14.99 0.0 PC RPG
"Mass Effect Trilogy" 11.91 0.0 0.0 0.0 PC RPG
"Children of Morta" 29.99 0.0 0.0 27.68 Switch RPG
"Monster Hunter World: Iceborne" 49.99 0.0 0.0 43.99 "Xbox One" RPG
"Shin Megami Tensei: Digital Devil Saga 2" 22.04 0.0 0.0 22.88 "PlayStation 2" RPG
"The Elder Scrolls Online: Elsweyr Collector's Edition Upgrade" 0.0 39.99 39.99 0.0 "PlayStation 4" RPG
"Mass Effect 3" 26.5 9.99 9.99 0.0 PC RPG
"Catherine: Full Body Limited Edition" 49.99 0.0 0.0 0.0 "PlayStation 4" RPG
"Fallout: New Vegas" 32.95 0.0 0.0 4.44 "Xbox 360" RPG
"Valthirian Arc: Hero School Story" 6.99 7.99 7.99 9.49 "PlayStation 4" RPG
"Valkyria Chronicles 4: Launch Edition" 34.99 0.0 0.0 39.88 "PlayStation 4" RPG
"World of Warcraft Battlechest" 19.92 0.0 0.0 0.0 PC RPG
"Planescape: Torment & Icewind Dale Enhanced Edition" 29.99 0.0 0.0 0.0 "Xbox One" RPG
"The Lord of the Rings: War in the North" 0.0 14.99 14.99 0.0 PC RPG
"South Park: The Fractured But Whole Deluxe Edition" 24.99 0.0 0.0 0.0 "PlayStation 4" RPG
"Conception Plus - Maiden of the Twelve Stars" 49.99 0.0 0.0 41.16 "PlayStation 4" RPG
"Fallout 3" 0.0 3.01 3.01 0.0 "Xbox 360" RPG
"Pokemon White Version" 0.0 34.95 34.95 0.0 NDS RPG
"Final Fantasy XV Royal Edition" 24.99 0.0 0.0 0.0 "PlayStation 4" RPG
"Shin Megami Tensei: Digital Devil Saga" 15.06 0.0 0.0 22.88 "PlayStation 2" RPG
"Yakuza Kiwami" 22.99 0.0 0.0 22.88 "PlayStation 4" RPG
"Fallout: New Vegas" 14.34 0.0 0.0 2.0 "PlayStation 3" RPG
"Kingdom Hearts" 16.23 0.0 0.0 0.0 "PlayStation 2" RPG
"Pokemon Mystery Dungeon: Explorers of Sky" 0.0 53.88 53.88 0.0 NDS RPG
"Harvest Moon Light Of Hope: Complete Special Edition" 30.07 0.0 0.0 0.0 Switch RPG
"Pokémon Let's Go! Eevee" 0.0 49.99 49.99 0.0 Switch RPG
"South Park: The Fractured But Whole Season Pass" 0.0 24.99 24.99 0.0 "PlayStation 4" RPG
"Dark Souls III Game of the Year Edition" 30.18 0.0 0.0 33.88 "PlayStation 4" RPG
"Tales of Zestiria" 17.49 0.0 0.0 22.88 "PlayStation 4" RPG
"Trinity: Souls of Zill O'll" 0.0 19.88 19.88 0.0 "PlayStation 3" RPG
"Last Rebellion" 0.0 19.88 19.88 0.0 "PlayStation 3" RPG
"Final Fantasy Crystal Chronicles: Echoes of Time" 0.0 20.85 20.85 0.0 NDS RPG
"Fire Emblem Echoes: Shadows of Valentia Limited Edition" 52.99 0.0 0.0 129.99 2DS/3DS RPG
"Resonance of Fate" 12.0 0.0 0.0 6.24 "Xbox 360" RPG
"Fallout 76: 4000 (+1000 Bonus) Atoms" 0.0 32.99 32.99 0.0 "PlayStation 4" RPG
"ELEX Digital Download" 0.0 44.99 44.99 0.0 "Xbox One" RPG
"Portal Knights" 14.99 0.0 0.0 12.99 "PlayStation 4" RPG
"Resonance of Fate" 36.95 0.0 0.0 10.73 "PlayStation 3" RPG
"Battle Chasers: Nightwar" 9.99 0.0 0.0 15.99 "Xbox One" RPG
"Vikings - Wolves of Midgard" 35.04 0.0 0.0 0.0 "PlayStation 4" RPG
"The Elder Scrolls Online: Elsweyr Digital Collector's Edition" 0.0 49.99 49.99 0.0 PC RPG
"Dungeon Siege: Legends of Aranna" 0.0 8.88 8.88 0.0 PC RPG
"The Last Story" 119.99 0.0 0.0 59.88 Wii RPG
"Star Wolves 2" 0.0 3.99 3.99 0.0 PC RPG
"Star Ocean: Integrity and Faithlessness" 16.49 0.0 0.0 12.95 "PlayStation 4" RPG
"Dinosaur King" 0.0 15.88 15.88 0.0 NDS RPG
"The Dwarves" 8.49 0.0 0.0 0.0 PC RPG
"Dark Chronicle" 0.0 22.88 22.88 0.0 "PlayStation 2" RPG
"Disgaea 5: Alliance of Vengeance - Launch Day Edition" 0.0 21.95 21.95 0.0 "PlayStation 4" RPG
"Pillars of Eternity II: Deadfire" 19.99 0.0 0.0 29.99 PC RPG
"Fable II Game of The Year Edition" 0.0 13.75 13.75 0.0 "Xbox 360" RPG
"Portal Knights Gold Pack Edition" 14.99 0.0 0.0 0.0 "PlayStation 4" RPG
"The Elder Scrolls Online: Elsweyr Digital Collector's Edition ..." 0.0 34.99 34.99 0.0 PC RPG
"Root Letter - Limited Edition" 19.99 0.0 0.0 20.99 "PlayStation 4" RPG
"Atelier Lydie & Suelle: The Alchemists and the Mysterious Pain..." 39.99 0.0 0.0 20.85 "PlayStation 4" RPG
"Kingdom Hearts Re:coded" 0.0 27.88 27.88 0.0 NDS RPG
"Breath of Fire: Dragon Quarter" 0.0 17.88 17.88 0.0 "PlayStation 2" RPG
"Spellforce 3 Collector's Edition" 29.99 0.0 0.0 0.0 PC RPG
"The Dwarves" 12.95 0.0 0.0 9.76 "PlayStation 4" RPG
"Mordheim: City of the Damned" 0.0 29.99 29.99 0.0 PC RPG
"Untold Legends: Brotherhood of the Blade" 0.0 3.8 3.8 0.0 PSP RPG
"Two Worlds Collector's Edition" 0.0 15.88 15.88 0.0 "Xbox 360" RPG
"Pillars of Eternity II: Deadfire Obsidian Edition" 29.99 0.0 0.0 63.0 PC RPG
GreedFall 0.0 43.99 43.99 0.0 PC RPG
"Pokemon White Version 2" 0.0 53.88 53.88 0.0 NDS RPG
"Front Mission Evolved" 5.76 0.0 0.0 0.0 PC RPG
"Risen 2: Dark Waters" 7.28 0.0 0.0 3.81 "PlayStation 3" RPG
"Pokémon Moon: Fan Edition" 29.99 0.0 0.0 24.95 2DS/3DS RPG
"Diablo III" 12.85 0.0 0.0 6.0 "PlayStation 3" RPG
"The Elder Scrolls Online: Elsweyr" 0.0 39.99 39.99 0.0 PC RPG
"SpellForce 3 Soul Harvest Limited Edition" 74.99 0.0 0.0 0.0 PC RPG
"Neverwinter Nights" 0.0 3.59 3.59 0.0 PC RPG
"Disgaea: Afternoon of Darkness" 0.0 15.01 15.01 0.0 PSP RPG
"Invisimals: Shadow Zone" 0.0 5.74 5.74 0.0 PSP RPG
"Lionheart - Legacy of the Crusader" 0.0 3.59 3.59 0.0 PC RPG
"Luminous Arc" 0.0 35.88 35.88 0.0 NDS RPG
